HEI Name,UII,Region,HEI Type,Province,City/Municipality,Status
Megabyte College of Science and Technology-Florida,03227,3,1,Pampanga,Floridablanca,Existing
Bataan Peninsula State University-Balanga,03228,3,2b,Bataan,Balanga City,Existing
Bulacan Agricultural State College-Doña Remedios Trinidad,03229,3,2b,Bulacan,Doña Remedios Trinidad,Existing
Philippine Women`s University Career Development and Continuing Education Center-Bataan,03230,3,1,Bataan,Balanga city,Existing
Centro Colegio De Tarlac,03231,3,1,Tarlac,Bamban,Existing
Philippine Women`s University Career Development and Continuing Education Center - Tarlac,03232,3,1,Tarlac,Tarlac City,Existing
La Verdad Christian College,03233,3,1,Pampanga,Apalit,Existing
St. Benilde Center for Global Competence,03234,3,1,Zambales,Olongapo City,Existing
Marian College of Baliuag,03235,3,1,Bulacan,Baliuag,Existing
Mabalacat City College,03236,3,3,Pampanga,Mabalacat City,Existing
Norzagaray College,03237,3,3,Bulacan,Norzagaray,Existing
Polytechnic College of the City of Meycauayan,03238,3,3,Bulacan,Meycauayan City,Existing
ACLC College of Balanga,03241,3,1,Bataan,Balanga City,Existing
ACLC College-Baliuag,03242,3,1,Bulacan,Baliuag,Existing
Liceo de Pulilan Colleges,03245,3,1,Bulacan,Pulilan,Existing
Our Lady of Sacred Heart College of Guimba,03247,3,1,Nueva Ecija,Guimba,Existing
City College of San Fernando,03249,3,3,Pampanga,San Fernando City,Existing
Baliwag Polytechnic College,03250,3,3,Bulacan,Baliuag,Existing
Polytechnic College of Botolan,03251,3,3,Zambales,Botolan,Existing
Pambayang Dalubhasaan ng Marilao,03252,3,3,Bulacan,Marilao,Existing
Tarlac Christian Colleges,03254,3,1,Tarlac,Tarlac City,Existing
New Era University-Pampanga,03256,3,1,Pampanga,San Fernando City,Existing
Santa Rita College of Pampanga,03257,3,1,Pampanga,Sta. Rita,Existing
Lyceum of Western Luzon - Zambales,03258,3,1,Zambales,Botolan,Existing
SJDM Cornerstone College,03261,3,1,Bulacan,San Jose del Monte City,Existing
STI College San Jose,03262,3,1,Nueva Ecija,San Jose City,Existing
Clark College of Science and Technology,03265,3,1,Pampanga,Mabalacat City,Existing
AMA Computer Learning Center College of Mabalacat,03266,3,1,Pampanga,Mabalacat City,Existing
College of the Our Lady of Mercy of Pulilan Foundation,03267,3,1,Bulacan,Pulilan,Existing
Guagua Community College,03268,3,3,Pampanga,Guagua,Existing
Immaculate Conception I-College of Arts and Technology,03269,3,1,Bulacan,Sta. Maria,Existing
City College of Angeles,03271,3,3,Pampanga,Angeles City,Existing
Jocson College,03272,3,1,Pampanga,Angeles City,Existing
ACLC College of Sta. Maria,03275,3,1,Bulacan,Sta. Maria,Existing
Lyceum of the East-Aurora,03277,3,1,Aurora,Maria Aurora,Existing
Bestlink College of the Philippines-Bulacan,03279,3,1,Bulacan,San Jose del Monte City,Existing
Bulacan Polytechnic College,03280,3,3,Bulacan,Malolos City,Existing
Erhard Science College-Bulacan,03281,3,1,Bulacan,San Rafael,Existing
Our Lady of Fatima University-Pampanga,03283,3,1,Pampanga,San Fernando City,Existing
Colleges of Advance Technology and Management of the Philippines,03287,3,1,Nueva Ecija,Guimba,Existing
Exact Colleges of Asia,03288,3,1,Pampanga,Arayat,Existing
St. Elizabeth Global Skills Institute,03289,3,1,Nueva Ecija,Talavera,Existing
St. Thomas More College-Clark,03290,3,1,Pampanga,Angeles City,Existing
Emmanuel System College of Bulacan,03291,3,1,Bulacan,Pulilan,Existing
Richwell Colleges,03293,3,1,Bulacan,Plaridel,Existing
College of Subic Montesorri-Dinalupihan,03294,3,1,Bataan,Dinalupihan,Existing
ACLC College of Malolos,03295,3,1,Bulacan,Malolos City,Existing
University of Nueva Caceres-Bataan,03296,3,1,Bataan,Dinalupihan,Existing
Golden Olympus College,03297,3,1,Tarlac,Tarlac City,Existing
Virgen Milagrosa Del Rosario College Seminary,03298,3,1,Bataan,Balanga City,Existing
Asian Institute of Science and Technology-Central,03301,3,1,Pampanga,Mabalacat City,Existing
Living Water Essential College,03302,3,1,Nueva Ecija,Bongabon,Existing
College of Saint Anthony-SJDM Bulacan,03303,3,1,Bulacan,San Jose del Monte City,Existing
FDSA Aviation College of Science and Technology,03304,3,1,Pampanga,Mabalacat City,Existing
Mater Dei Academy - Sta. Maria,03305,3,1,Bulacan,Sta. Maria,Existing
Village Montessori School and Colleges,03306,3,1,Bulacan,San Jose del Monte City,Existing
Araullo University-San Jose Campus,03307,3,1,Nueva Ecija,San Jose City,Existing
NU Bulacan,03308,3,1,Bulacan,Baliuag,Existing
City College of San Jose del Monte,03310,3,3,Bulacan,San Jose del Monte City,Existing
Pampanga State University-Lubao,03311,3,2b,Pampanga,Lubao,Existing
Nueva Ecija University of Science and Technology-Papaya,03312,3,2b,Nueva Ecija,General Tinio,Existing
Nueva Ecija University of Science and Technology-Sto. Domingo,03313,3,2b,Nueva Ecija,Sto. Domingo,Existing
Sacred Heart Academy of Sta. Maria Bulacan,03315,3,1,Bulacan,Sta. Maria,Existing
Pampanga State University-Apalit,03316,3,2b,Pampanga,Apalit,Existing
Pampanga State University-Candaba,03317,3,2b,Pampanga,Candaba,Existing
Marymount Professional Colleges,03318,3,1,Bulacan,Meycauayan City,Existing
Gapan City College,03319,3,3,Nueva Ecija,Gapan City,Existing
University of the Philippines- Manila School of Health Sciences Extension Campus-Baler,03320,3,2b,Aurora,Baler,Existing
University of the Philippines- Manila School of Health Sciences Extension Campus-Tarlac,03321,3,2b,Tarlac,San Isidro,Existing
West Central College of Arts and Sciences,03322,3,1,Pampanga,Floridablanca,Existing
"Asia Pacific College of Business and Arts, Inc.",03323,3,1,Nueva Ecija,Rizal,Existing
NU Clark,03325,3,1,Pampanga,Mabalacat City,Existing
Bulacan State University-San Rafael Campus,03326,3,2b,Bulacan,San Rafael,Existing
Pampanga State University-San Fernando Campus,03327,3,2b,Pampanga,San Fernando City,Existing
"Rosebelle Colleges, Inc.",03329,3,1,Tarlac,Victoria,Existing
Divine Grace College of Pampanga,03330,3,1,Pampanga,Mabalacat City,Existing
DPR Aviation College,03331,3,1,Bulacan,Plaridel,Existing
Dingalan Community College,03332,3,3,Aurora,Dingalan,Existing
Colegio De San Leonardo,03333,3,3,Nueva Ecija,San Leonardo,Existing
"Santiago""Santy"" R. Austria College",03334,3,3,Nueva Ecija,Jaen,Existing
Colegio de Masinloc,03335,3,3,Zambales,Masinloc,Existing
Martinet School of Business Education and Technology Inc.,03337,3,1,Tarlac,Tarlac City,Existing
Abada College,04001,17,1,Oriental Mindoro,Pinamalayan,Existing
ACTS Computer College,04002,4,1,Laguna,Sta. Cruz,Existing
Batangas State University-Nasugbu,04004,4,2b,Batangas,Nasugbu,Existing
Asia-Pacific Nazarene Theological Seminary,04005,4,1,Rizal,Taytay,Existing
Aurora State College of Technology,04006,3,2a,Aurora,Baler,Existing
Aurora State College of Technology-Bazal,04006a,3,2b,Aurora,Maria Aurora,Existing
Aurora State College of Techonolgy-Casiguran,04006b,3,2b,Aurora,Casiguran,Existing
Balian Community College,04007,4,3,Laguna,Pangil,Existing
Calauag Central College,04008,4,1,Quezon Province,Calauag,Existing
Canossa College - San Pablo City,04009,4,1,Laguna,San Pablo City,Existing
Cavite State University-Rosario Campus,04010,4,2b,Cavite,Rosario,Existing
Cavite State University-Naic Campus,04011,4,2b,Cavite,Naic,Existing
Colegio de Los Baños,04014,4,1,Laguna,Los Baños,Existing
Colegio De San Juan De Letran-Calamba,04015,4,1,Laguna,Calamba City,Existing
Colegio De San Sebastian-Sablayan,04016,17,1,Occidental Mindoro,Sablayan,Existing
De La Salle Lipa,04019,4,1,Batangas,Lipa City,Existing
Deaf Evangelistic Alliance Foundation,04020,4,1,Laguna,Cavinti,Existing
Divine Word College of Calapan,04021,17,1,Oriental Mindoro,Calapan City,Existing
Divine Word College of San Jose,04022,17,1,Occidental Mindoro,San Jose,Existing
Divine Word Seminary,04023,4,1,Cavite,Tagaytay City,Existing
De La Salle University-Dasmariñas,04024,4,1,Cavite,Dasmariñas City,Existing
De La Salle Health Sciences Institute,04025,4,1,Cavite,Dasmariñas City,Existing
Don Bosco College,04026,4,1,Laguna,Calamba City,Existing
Cavite State University,04027,4,2a,Cavite,Indang,Existing
Paete Science and Business College,04028,4,1,Laguna,Paete,Existing
Eastern Mindoro College,04029,17,1,Oriental Mindoro,Bongabong,Existing
EMA EMITS College Philippines,04030,17,1,Oriental Mindoro,Pinamalayan,Existing
Eastern Quezon College,04031,4,1,Quezon Province,Gumaca,Existing
Golden Gate Colleges,04033,4,1,Batangas,Batangas City,Existing
Grace Mission College,04034,17,1,Oriental Mindoro,Socorro,Existing
Harris Memorial College,04035,4,1,Rizal,Taytay,Existing
Holy Trinity University,04037,17,1,Palawan,Puerto Princesa City,Existing
Immaculate Conception College of Balayan,04039,4,1,Batangas,Balayan,Existing
St. Mary's College of Marinduque,04040,17,1,Marinduque,Boac,Existing
Imus Institute of Science and Technology,04041,4,1,Cavite,Imus City,Existing
ICCT Colleges-Cainta,04042,4,1,Rizal,Cainta,Existing
Dr. Francisco L. Calingasan Memorial Colleges Foundation,04043,4,1,Batangas,Nasugbu,Existing
Laguna College,04044,4,1,Laguna,San Pablo City,Existing
Laguna State Polytechnic University,04045,4,2a,Laguna,Sta. Cruz,Existing
Laguna College of Business and Arts,04046,4,1,Laguna,Calamba City,Existing
Laguna Northwestern College,04047,4,1,Laguna,San Pedro City,Existing
Laguna State Polytechnic University-Siniloan,04048,4,2b,Laguna,Siniloan,Existing
Leon Guinto Memorial College,04049,4,1,Quezon Province,Atimonan,Existing
Lipa City Colleges,04050,4,1,Batangas,Lipa City,Existing
Laguna State Polytechnic University-Los Baños,04051,4,2b,Laguna,Los Baños,Existing
Luna Goco Colleges-Calapan,04053,17,1,Oriental Mindoro,Calapan City,Existing
Lyceum of the Philippines University-Batangas,04054,4,1,Batangas,Batangas City,Existing
Manuel S. Enverga University Foundation-Lucena,04056,4,1,Quezon Province,Lucena City,Existing
Marcelino Fule Memorial College,04057,4,1,Laguna,Alaminos,Existing
Marinduque State University,04058,17,2a,Marinduque,Boac,Existing
Calayan Educational Foundation,04059,4,1,Quezon Province,Lucena City,Existing
Mindoro State University,04060,17,2a,Oriental Mindoro,Victoria,Existing
Mount Carmel College-Baler,04062,3,1,Aurora,Baler,Existing
Marinduque State University-Torrijos Campus,04063,17,2b,Marinduque,Torrijos,Existing
Manuel S. Enverga University Foundation-Candelaria,04064,4,1,Quezon Province,Candelaria,Existing
Manuel S. Enverga University Foundation-Catanauan,04065,4,1,Quezon Province,Catanauan,Existing
National College of Business and Arts-Taytay,04067,4,1,Rizal,Taytay,Existing
Northern Quezon College,04068,4,1,Quezon Province,Infanta,Existing
Occidental Mindoro State College,04069,17,2a,Occidental Mindoro,San Jose,Existing
Our Lady of Lourdes Seminary,04070,4,1,Batangas,Lipa City,Existing
Batangas State University,04071,4,2a,Batangas,Batangas City,Existing
Batangas State University-Balayan,04071a,4,2b,Batangas,Balayan,Existing
Batangas State University-Main (Calaca),04071b,4,2b,Batangas,Calaca City,Merged
Batangas State University-Lipa City,04071c,4,2b,Batangas,Lipa City,Existing
Batangas State University-Lobo,04071d,4,2b,Batangas,Lobo,Existing
Batangas State University-Main (Padre Garcia),04071e,4,2b,Batangas,Calaca City,Merged
Batangas State University-Rosario,04071f,4,2b,Batangas,Rosario,Existing
Batangas State University-San Juan,04071g,4,2b,Batangas,San Juan,Existing
Western Philippines University,04073,17,2a,Palawan,Aborlan,Existing
Western Philippines University-El Nido,04073a,17,2b,Palawan,El Nido,Existing
Western Philippines University-Busuanga,04073b,17,2b,Palawan,Busuanga,Existing
Western Philippines University-Culion,04073c,17,2b,Palawan,Culion,Existing
Western Philippines University-Quezon,04073d,17,2b,Palawan,Quezon,Existing
Western Philippines University-Rio Tuba,04073e,17,2b,Palawan,Bataraza,Existing
Palawan Polytechnic College,04074,17,1,Palawan,Puerto Princesa City,Existing
Palawan State University,04075,17,2a,Palawan,Puerto Princesa City,Existing
Palawan State University-Narra,04075a,17,2b,Palawan,Narra,Existing
Palawan State University-Dumaran,04075b,17,2b,Palawan,Dumaran,Existing
Palawan State University- Balabac,04075c,17,2b,Palawan,Balabac,Existing
Palawan State University-Bataraza,04075d,17,2b,Palawan,Bataraza,Existing
Palawan State University-Sofronio Española,04075e,17,2b,Palawan,Sofronio Española,Existing
University of Perpetual Help System-Laguna,04076,4,1,Laguna,Biñan City,Existing
University of Perpetual Help System-Dr. Jose G. Tamayo Medical University,04077,4,1,Laguna,Biñan City,Existing
Adventist University of the Philippines,04079,4,1,Cavite,Silang,Existing
Philippine Normal University-Lopez,04080,4,2b,Quezon Province,Lopez,Existing
PTS College and Advanced Studies,04081,4,1,Cavite,Dasmariñas City,Existing
National Aviation Academy of the Philippines-Fernando Air Base,04082,4,2b,Batangas,Lipa City,Existing
Polytechnic University of the Philippines-Lopez,04084,4,2b,Quezon Province,Lopez,Existing
Polytechnic University of the Philippines-Maragondon,04085,4,2b,Cavite,Maragondon,Existing
Polytechnic University of the Philippines-Unisan,04086,4,2b,Quezon Province,Unisan,Existing
Quezonian Educational College,04087,4,1,Quezon Province,Atimonan,Existing
Rizal College of Taal,04088,4,1,Batangas,Taal,Existing
University of Rizal System,04089,4,2a,Rizal,Tanay,Existing
Rizal College of Laguna,04090,4,1,Laguna,Calamba City,Existing
University of Rizal System-Morong,04091,4,2b,Rizal,Morong,Existing
Romblon State University-San Andres Campus,04093,17,2b,Romblon,San Andres,Existing
Romblon State University,04094,17,2a,Romblon,Odiongan,Existing
FEU Roosevelt,04095,4,1,Rizal,Cainta,Existing
Sacred Heart College,04097,4,1,Quezon Province,Lucena City,Existing
St. Anne College Lucena,04099,4,1,Quezon Province,Lucena City,Existing
Saint Augustine Seminary,04100,17,1,Oriental Mindoro,Calapan City,Existing
St. Bridget College,04101,4,1,Batangas,Batangas City,Existing
St. Francis de Sales Major Seminary,04102,4,1,Batangas,Lipa City,Existing
St. Joseph College of Cavite,04104,4,1,Cavite,Cavite City,Existing
St. Louis Anne Colleges of San Pedro,04105,4,1,Laguna,San Pedro City,Existing
Saint Michael's College of Laguna,04106,4,1,Laguna,Biñan City,Existing
Saint Paul Seminary,04107,4,1,Cavite,Silang,Existing
St. Peter's College Seminary,04108,4,1,Laguna,San Pablo City,Existing
San Antonio de Padua College,04109,4,1,Laguna,Pila,Existing
San Francisco Javier College,04110,17,1,Palawan,Narra,Existing
San Ildefonso College,04111,4,1,Rizal,Tanay,Existing
Laguna State Polytechnic University-San Pablo City,04113,4,2b,Laguna,San Pablo City,Existing
San Pablo Colleges,04114,4,1,Laguna,San Pablo City,Existing
San Pedro College of Business Administration,04115,4,1,Laguna,San Pedro City,Existing
San Sebastian College-Recoletos de Cavite,04116,4,1,Cavite,Cavite City,Existing
Santa Cruz Institute-Marinduque,04117,17,1,Marinduque,Sta. Cruz,Existing
Seminario De San Jose,04118,17,1,Palawan,Puerto Princesa City,Existing
Siena College of Taytay,04119,4,1,Rizal,Taytay,Existing
Southeast Asia Interdisciplinary Development Institute,04120,4,1,Rizal,Antipolo City,Existing
Southern Luzon State University,04121,4,2a,Quezon Province,Lucban,Existing
Tanauan Institute,04123,4,1,Batangas,Tanauan City,Existing
Tayabas Western Academy,04124,4,1,Quezon Province,Candelaria,Existing
Tomas Claudio Colleges,04125,4,1,Rizal,Morong,Existing
Technological University of the Philippines-Cavite,04126,4,2b,Cavite,Dasmariñas City,Existing
Unciano Colleges,04127,4,1,Rizal,Antipolo City,Existing
Union College of Laguna,04128,4,1,Laguna,Sta. Cruz,Existing
University of the Philippines-Los Baños,04129,4,2b,Laguna,Los Baños,Existing
Western Colleges,04130,4,1,Cavite,Naic,Existing
University of Batangas,04131,4,1,Batangas,Batangas City,Existing
University of the Philippines-Open University,04134,4,2b,Laguna,Los Baños,Existing
STI College-Lucena,04135,4,1,Quezon Province,Lucena City,Existing
University of Perpetual Help System Dalta-Molino,04136,4,1,Cavite,Bacoor City,Existing
STI College-San Pablo,04137,4,1,Laguna,San Pablo City,Existing
STI College Calamba,04138,4,1,Laguna,Calamba City,Existing
Dominican College of Sta. Rosa,04139,4,1,Laguna,Sta. Rosa City,Existing
Educational Systems Technological Institute,04140,17,1,Marinduque,Boac,Existing
Kolehiyo ng Lungsod ng Lipa,04141,4,3,Batangas,Lipa City,Existing
Occidental Mindoro State College-Labangan Campus,04142,17,2b,Occidental Mindoro,San Jose,Existing
Saints John and Paul Educational Foundation,04143,4,1,Laguna,Calamba City,Existing
Sta. Teresa College,04144,4,1,Batangas,Bauan,Existing
STI College-Bacoor,04146,4,1,Cavite,Bacoor City,Existing
STI College-Batangas,04147,4,1,Batangas,Batangas City,Existing
STI College-Sta. Cruz,04148,4,1,Laguna,Sta. Cruz,Existing
STI College-Lipa,04149,4,1,Batangas,Lipa City,Existing
Trace College,04150,4,1,Laguna,Los Baños,Existing
Batangas State University-Malvar,04151,4,2b,Batangas,Malvar,Existing
Romblon State University-San Fernando Campus,04152,17,2b,Romblon,San Fernando,Existing
STI College Carmona,04153,4,1,Cavite,Carmona,Existing
AMA Computer College-Biñan,04154,4,1,Laguna,Biñan City,Existing
Colegio De San Pedro,04155,4,1,Laguna,San Pedro City,Existing
La Consolacion College-Biñan,04156,4,1,Laguna,Biñan City,Existing
Laguna Science and Technology College,04157,4,1,Laguna,San Pedro City,Existing
Mt. St. Aloysius Seminary,04159,4,1,Quezon Province,Gumaca,Existing
Cainta Catholic College,04160,4,1,Rizal,Cainta,Existing
STI College Ortigas-Cainta,04161,4,1,Rizal,Cainta,Existing
Maryhill College,04162,4,1,Quezon Province,Lucena City,Existing
Mindoro State University-Calapan City Campus,04163,17,2b,Oriental Mindoro,Calapan City,Existing
Polytechnic University of the Philippines-Sto. Tomas,04164,4,2b,Batangas,Sto. Tomas City,Existing
Polytechnic University of the Philippines-Mulanay,04165,4,2b,Quezon Province,Mulanay,Existing
University of Perpetual Help System-Laguna,04166,4,1,Laguna,Biñan City,Merged
Fullbright College,04168,17,1,Palawan,Puerto Princesa City,Existing
